"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST200287","B",2,2020-05-04,1,NA,NA,NA,NA,NA,17,NA,NA,14
"ST200288","B",2,2020-05-04,NA,NA,NA,NA,NA,1,27,3,NA,10
"ST200289","B",2,2020-05-04,NA,NA,NA,NA,NA,2,21,2,NA,24
"ST200290","B",2,2020-05-04,1,NA,NA,NA,NA,1,17,2,NA,13
"ST200326","A",2,2020-05-12,NA,1,NA,NA,NA,NA,6,2,NA,2
"ST200327","A",2,2020-05-12,NA,NA,NA,NA,1,NA,9,2,NA,2
"ST200328","A",2,2020-05-12,NA,NA,NA,NA,NA,NA,12,2,NA,10
"ST200329","A",2,2020-05-12,NA,NA,NA,NA,NA,NA,19,6,NA,7
"ST200330","A",2,2020-05-12,NA,NA,NA,NA,NA,NA,3,5,NA,7
"ST200326","B",2,2020-05-12,NA,NA,NA,NA,NA,NA,9,2,NA,8
"ST200327","B",2,2020-05-12,NA,1,NA,NA,1,NA,19,3,NA,7
"ST200328","B",2,2020-05-12,NA,1,NA,NA,1,2,19,NA,NA,4
"ST200329","B",2,2020-05-12,NA,NA,NA,NA,NA,NA,8,1,NA,3
"ST200330","B",2,2020-05-12,NA,NA,NA,NA,NA,1,9,2,NA,5
"ST200366","A",2,2020-05-18,1,NA,1,NA,NA,1,63,21,NA,47
"ST200367","A",2,2020-05-18,NA,2,NA,NA,NA,NA,74,10,NA,19
"ST200368","A",2,2020-05-18,NA,NA,NA,NA,NA,NA,49,10,NA,22
"ST200369","A",2,2020-05-18,NA,NA,NA,NA,1,1,82,4,NA,64
"ST200370","A",2,2020-05-18,1,NA,NA,NA,NA,1,39,9,NA,36
"ST200366","B",2,2020-05-18,1,NA,NA,NA,NA,1,16,4,NA,30
"ST200367","B",2,2020-05-18,1,3,NA,NA,NA,1,85,14,NA,29
"ST200368","B",2,2020-05-18,NA,1,NA,NA,NA,1,91,10,NA,43
"ST200369","B",2,2020-05-18,NA,NA,NA,NA,NA,2,87,12,NA,57
"ST200370","B",2,2020-05-18,NA,NA,NA,NA,NA,6,68,9,NA,47
"ST200406","A",2,2020-05-26,NA,NA,NA,NA,1,9,91,6,NA,37
"ST200407","A",2,2020-05-26,NA,1,NA,NA,NA,2,76,11,NA,38
"ST200408","A",2,2020-05-26,NA,1,NA,NA,1,7,124,6,NA,70
"ST200409","A",2,2020-05-26,1,NA,NA,NA,2,2,81,11,NA,47
"ST200410","A",2,2020-05-26,NA,NA,NA,NA,NA,5,49,3,NA,32
"ST200406","B",2,2020-05-26,NA,1,NA,NA,NA,1,58,19,NA,45
"ST200407","B",2,2020-05-26,1,NA,NA,NA,NA,6,44,3,NA,26
"ST200408","B",2,2020-05-26,1,2,NA,NA,NA,4,92,9,NA,57
"ST200409","B",2,2020-05-26,1,NA,NA,NA,3,4,128,18,NA,58
"ST200410","B",2,2020-05-26,1,NA,NA,NA,NA,3,65,12,NA,48
"ST200446","A",2,2020-06-01,NA,NA,NA,NA,2,1,27,2,NA,19
"ST200447","A",2,2020-06-01,NA,NA,NA,NA,4,6,53,4,NA,33
"ST200448","A",2,2020-06-01,NA,1,NA,NA,NA,4,56,2,NA,23
"ST200449","A",2,2020-06-01,NA,NA,NA,NA,2,NA,40,NA,NA,17
"ST200450","A",2,2020-06-01,NA,2,NA,NA,NA,3,60,NA,NA,18
"ST200446","B",2,2020-06-01,NA,NA,NA,NA,1,5,48,4,NA,18
"ST200447","B",2,2020-06-01,NA,NA,NA,NA,2,3,49,NA,NA,32
"ST200448","B",2,2020-06-01,1,NA,NA,NA,2,1,64,1,NA,17
"ST200449","B",2,2020-06-01,NA,NA,NA,NA,1,NA,68,NA,NA,23
"ST200450","B",2,2020-06-01,NA,3,NA,NA,2,1,44,4,NA,27
"ST200486","A",2,2020-06-08,1,NA,NA,NA,NA,5,16,7,NA,6
"ST200487","A",2,2020-06-08,1,NA,NA,NA,NA,1,33,5,NA,6
"ST200488","A",2,2020-06-08,9,1,NA,NA,NA,2,78,NA,NA,30
"ST200489","A",2,2020-06-08,1,1,NA,NA,2,NA,33,6,NA,15
"ST200490","A",2,2020-06-08,1,1,NA,NA,1,NA,52,2,NA,19
"ST200486","B",2,2020-06-08,NA,2,NA,NA,1,NA,54,9,NA,14
"ST200487","B",2,2020-06-08,1,4,NA,NA,1,3,32,5,NA,26
"ST200488","B",2,2020-06-08,NA,NA,NA,NA,1,NA,5,3,NA,3
"ST200489","B",2,2020-06-08,2,1,NA,NA,NA,4,59,7,NA,26
"ST200490","B",2,2020-06-08,NA,NA,NA,NA,NA,NA,37,NA,NA,15
"ST200526","A",2,2020-06-15,3,3,NA,NA,1,5,28,NA,NA,16
"ST200527","A",2,2020-06-15,1,1,NA,NA,1,3,25,3,NA,23
"ST200528","A",2,2020-06-15,2,NA,NA,NA,NA,4,24,4,NA,12
"ST200529","A",2,2020-06-15,1,NA,NA,NA,NA,2,23,10,NA,9
"ST200530","A",2,2020-06-15,1,1,NA,NA,NA,3,29,5,NA,4
"ST200526","B",2,2020-06-15,3,1,NA,NA,1,NA,43,7,NA,9
"ST200527","B",2,2020-06-15,2,NA,NA,NA,1,NA,26,NA,NA,11
"ST200528","B",2,2020-06-15,3,NA,NA,NA,2,2,25,7,NA,13
"ST200529","B",2,2020-06-15,1,1,NA,NA,NA,4,28,5,NA,9
"ST200530","B",2,2020-06-15,4,1,1,NA,2,1,20,4,NA,11
"ST200566","A",2,2020-06-22,NA,NA,1,NA,NA,6,20,8,1,15
"ST200567","A",2,2020-06-22,3,3,3,NA,1,13,38,8,NA,19
"ST200568","A",2,2020-06-22,4,2,1,NA,NA,7,29,10,NA,15
"ST200569","A",2,2020-06-22,2,3,9,NA,NA,26,33,21,NA,11
"ST200570","A",2,2020-06-22,3,5,2,NA,1,18,70,32,NA,23
"ST200566","B",2,2020-06-22,2,1,NA,NA,2,12,79,14,NA,63
"ST200567","B",2,2020-06-22,3,NA,NA,NA,NA,8,25,3,NA,17
"ST200568","B",2,2020-06-22,6,6,4,NA,NA,5,21,13,NA,15
"ST200569","B",2,2020-06-22,5,2,1,NA,NA,9,17,34,NA,12
"ST200570","B",2,2020-06-22,2,5,2,NA,2,10,18,10,NA,20
"ST200606","A",2,2020-06-29,1,2,1,0,0,2,36,11,0,2
"ST200607","A",2,2020-06-29,2,1,1,0,0,2,34,4,0,8
"ST200608","A",2,2020-06-29,1,4,0,0,0,4,21,1,1,14
"ST200609","A",2,2020-06-29,2,3,2,0,0,5,20,5,0,16
"ST200610","A",2,2020-06-29,1,5,0,0,0,4,18,3,0,11
"ST200606","B",2,2020-06-29,1,5,0,0,0,3,30,6,0,15
"ST200607","B",2,2020-06-29,0,1,0,0,0,7,54,0,0,43
"ST200608","B",2,2020-06-29,2,6,1,0,0,6,16,4,0,7
"ST200609","B",2,2020-06-29,5,5,1,0,0,6,29,10,0,21
"ST200610","B",2,2020-06-29,1,6,1,0,0,3,27,2,0,13
"ST200646","A",2,2020-07-06,1,1,NA,NA,NA,3,9,15,NA,16
"ST200647","A",2,2020-07-06,NA,NA,NA,NA,NA,NA,2,NA,NA,1
"ST200648","A",2,2020-07-06,3,1,NA,NA,NA,1,6,4,NA,5
"ST200649","A",2,2020-07-06,4,NA,NA,NA,NA,NA,12,10,NA,11
"ST200650","A",2,2020-07-06,3,2,NA,NA,3,1,10,8,NA,23
"ST200646","B",2,2020-07-06,2,NA,NA,NA,1,2,5,5,NA,5
"ST200647","B",2,2020-07-06,NA,3,NA,NA,NA,1,3,2,NA,2
"ST200648","B",2,2020-07-06,3,NA,NA,NA,NA,NA,8,2,NA,4
"ST200649","B",2,2020-07-06,12,1,1,NA,NA,2,6,15,NA,13
"ST200650","B",2,2020-07-06,NA,NA,NA,NA,NA,1,15,6,NA,9
"ST200689","A",2,2020-07-13,3,NA,NA,NA,1,3,7,2,NA,9
"ST200689","B",2,2020-07-13,1,1,NA,NA,NA,2,8,2,NA,5
"ST200726","A",2,2020-07-20,3,0,0,0,0,3,17,1,0,11
"ST200727","A",2,2020-07-20,4,1,0,0,1,4,43,1,0,7
"ST200728","A",2,2020-07-20,1,2,1,0,0,3,27,3,1,11
"ST200729","A",2,2020-07-20,5,8,0,0,0,5,35,6,0,10
"ST200730","A",2,2020-07-20,1,2,0,0,1,0,11,1,0,11
"ST200726","B",2,2020-07-20,3,1,0,0,0,1,7,3,0,10
"ST200727","B",2,2020-07-20,1,1,0,0,0,1,21,2,0,7
"ST200728","B",2,2020-07-20,5,2,0,0,0,5,32,7,0,5
"ST200729","B",2,2020-07-20,4,4,1,0,0,3,45,3,0,6
"ST200730","B",2,2020-07-20,10,1,0,0,0,7,26,0,0,8
"ST200766","A",2,2020-07-27,NA,1,NA,NA,NA,4,4,7,NA,18
"ST200767","A",2,2020-07-27,3,1,NA,NA,NA,1,16,1,NA,21
"ST200768","A",2,2020-07-27,NA,1,NA,NA,NA,2,28,2,NA,12
"ST200769","A",2,2020-07-27,2,NA,NA,NA,NA,2,14,1,NA,9
"ST200770","A",2,2020-07-27,1,NA,NA,NA,NA,1,29,2,NA,15
"ST200766","B",2,2020-07-27,7,NA,1,NA,NA,6,25,6,NA,23
"ST200767","B",2,2020-07-27,NA,NA,NA,NA,NA,2,13,NA,NA,15
"ST200768","B",2,2020-07-27,3,NA,NA,NA,NA,6,26,NA,NA,20
"ST200769","B",2,2020-07-27,3,NA,NA,NA,NA,4,18,1,NA,10
"ST200770","B",2,2020-07-27,1,1,NA,NA,NA,NA,23,2,NA,9
"ST200806","A",2,2020-08-03,2,NA,NA,NA,NA,9,27,7,NA,5
"ST200807","A",2,2020-08-03,2,NA,NA,NA,NA,2,29,8,NA,5
"ST200808","A",2,2020-08-03,2,NA,NA,NA,NA,1,16,3,NA,1
"ST200809","A",2,2020-08-03,NA,NA,NA,NA,NA,2,27,4,NA,9
"ST200810","A",2,2020-08-03,NA,2,NA,NA,NA,3,15,1,NA,2
"ST200806","B",2,2020-08-03,NA,NA,2,NA,NA,2,17,1,NA,4
"ST200807","B",2,2020-08-03,NA,NA,NA,NA,NA,8,29,2,NA,3
"ST200808","B",2,2020-08-03,3,NA,NA,NA,NA,4,44,7,NA,1
"ST200809","B",2,2020-08-03,NA,NA,NA,NA,NA,2,31,8,NA,5
"ST200810","B",2,2020-08-03,1,NA,NA,NA,NA,2,25,4,NA,3
"ST200846","A",2,2020-08-10,NA,1,NA,NA,NA,2,15,1,NA,12
"ST200847","A",2,2020-08-10,1,1,NA,NA,NA,1,12,5,NA,4
"ST200848","A",2,2020-08-10,NA,1,NA,NA,NA,1,19,6,NA,9
"ST200849","A",2,2020-08-10,1,NA,NA,NA,NA,4,44,6,NA,9
"ST200850","A",2,2020-08-10,4,NA,1,NA,NA,3,20,4,NA,13
"ST200846","B",2,2020-08-10,2,1,NA,NA,NA,2,17,2,NA,2
"ST200847","B",2,2020-08-10,NA,1,NA,NA,NA,1,17,6,NA,9
"ST200848","B",2,2020-08-10,1,NA,NA,NA,NA,4,28,6,NA,5
"ST200849","B",2,2020-08-10,NA,NA,NA,NA,NA,NA,5,5,NA,3
"ST200850","B",2,2020-08-10,NA,NA,NA,NA,NA,1,22,3,NA,6
"ST200886","A",2,2020-08-17,1,2,NA,NA,NA,4,19,3,NA,2
"ST200887","A",2,2020-08-17,NA,1,NA,NA,NA,1,10,1,NA,5
"ST200888","A",2,2020-08-17,1,NA,1,NA,NA,1,12,6,NA,4
"ST200889","A",2,2020-08-17,NA,NA,NA,NA,NA,8,15,5,NA,5
"ST200890","A",2,2020-08-17,NA,1,NA,NA,NA,3,41,1,NA,3
"ST200886","B",2,2020-08-17,NA,NA,NA,NA,NA,NA,3,2,NA,3
"ST200887","B",2,2020-08-17,2,2,NA,NA,NA,6,16,3,NA,7
"ST200888","B",2,2020-08-17,NA,NA,NA,NA,NA,NA,7,2,NA,2
"ST200889","B",2,2020-08-17,1,NA,NA,NA,NA,4,28,2,NA,11
"ST200890","B",2,2020-08-17,NA,NA,NA,NA,NA,2,9,4,NA,2
"ST200926","A",2,2020-08-24,NA,NA,NA,NA,NA,NA,24,2,NA,1
"ST200927","A",2,2020-08-24,NA,NA,NA,NA,NA,1,15,NA,NA,5
"ST200928","A",2,2020-08-24,NA,NA,NA,NA,NA,4,22,3,NA,5
"ST200929","A",2,2020-08-24,NA,NA,NA,NA,NA,1,15,1,NA,NA
"ST200930","A",2,2020-08-24,NA,NA,NA,NA,NA,NA,18,3,NA,7
"ST200926","B",2,2020-08-24,NA,1,NA,NA,NA,NA,8,1,NA,2
"ST200297","B",2,2020-08-24,NA,NA,NA,NA,NA,3,23,2,NA,4
"ST200928","B",2,2020-08-24,NA,NA,NA,NA,NA,2,14,NA,NA,1
"ST200929","B",2,2020-08-24,1,NA,NA,NA,NA,3,18,NA,NA,5
"ST200930","B",2,2020-08-24,NA,NA,NA,NA,NA,2,28,1,NA,3
"ST200966","A",2,2020-08-31,1,NA,NA,NA,NA,NA,13,4,NA,NA
"ST200967","A",2,2020-08-31,NA,NA,NA,NA,NA,NA,9,2,NA,1
"ST200968","A",2,2020-08-31,NA,NA,NA,NA,NA,3,10,2,NA,9
"ST200969","A",2,2020-08-31,NA,NA,NA,NA,NA,NA,16,4,NA,8
"ST200970","A",2,2020-08-31,NA,1,NA,NA,NA,NA,11,1,NA,4
"ST200966","B",2,2020-08-31,NA,2,NA,NA,NA,NA,17,3,NA,3
"ST200967","B",2,2020-08-31,NA,NA,NA,NA,NA,1,13,5,NA,1
"ST200968","B",2,2020-08-31,NA,NA,NA,NA,NA,2,7,8,NA,NA
"ST200969","B",2,2020-08-31,NA,1,NA,NA,NA,NA,27,7,NA,3
"ST200970","B",2,2020-08-31,NA,3,NA,NA,NA,NA,10,3,NA,1
"ST201006","A",2,2020-09-08,NA,NA,NA,NA,NA,NA,19,3,NA,1
"ST201007","A",2,2020-09-08,NA,1,NA,NA,NA,NA,15,4,NA,2
"ST201008","A",2,2020-09-08,NA,1,NA,NA,NA,NA,7,1,NA,4
"ST201009","A",2,2020-09-08,NA,NA,NA,NA,NA,NA,18,6,NA,1
"ST201010","A",2,2020-09-08,1,1,NA,NA,NA,1,12,4,NA,NA
"ST201006","B",2,2020-09-08,NA,NA,NA,NA,NA,1,23,4,1,2
"ST201007","B",2,2020-09-08,NA,NA,NA,NA,NA,1,14,6,NA,6
"ST201008","B",2,2020-09-08,1,NA,NA,NA,NA,2,14,4,NA,1
"ST201009","B",2,2020-09-08,NA,2,NA,NA,NA,NA,21,2,NA,1
"ST201010","B",2,2020-09-08,NA,NA,NA,NA,NA,NA,7,3,NA,4
"ST201046","A",2,2020-09-14,NA,NA,NA,NA,NA,NA,3,2,NA,2
"ST201047","A",2,2020-09-14,NA,NA,NA,NA,NA,NA,6,3,NA,1
"ST201048","A",2,2020-09-14,NA,NA,NA,NA,NA,NA,9,5,NA,NA
"ST201049","A",2,2020-09-14,NA,NA,NA,NA,NA,NA,4,2,NA,NA
"ST201050","A",2,2020-09-14,NA,NA,NA,NA,NA,1,4,3,NA,3
"ST201046","B",2,2020-09-14,NA,NA,NA,NA,NA,1,6,4,NA,1
"ST201047","B",2,2020-09-14,NA,NA,NA,NA,NA,NA,3,2,NA,NA
"ST201048","B",2,2020-09-14,1,NA,NA,NA,NA,1,5,1,NA,4
"ST201049","B",2,2020-09-14,NA,NA,NA,NA,NA,1,6,2,NA,1
"ST201050","B",2,2020-09-14,2,NA,NA,NA,NA,NA,2,3,NA,1
"ST201086","A",2,2020-09-21,1,NA,1,NA,NA,NA,16,6,NA,1
"ST201087","A",2,2020-09-21,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"ST201088","A",2,2020-09-21,NA,NA,NA,NA,NA,NA,7,2,NA,4
"ST201089","A",2,2020-09-21,1,1,NA,NA,NA,NA,7,1,NA,2
"ST201090","A",2,2020-09-21,1,NA,NA,NA,NA,NA,16,2,NA,1
"ST201086","B",2,2020-09-21,NA,NA,1,NA,NA,NA,4,NA,NA,NA
"ST201087","B",2,2020-09-21,NA,NA,NA,NA,NA,1,10,2,NA,1
"ST201088","B",2,2020-09-21,NA,NA,NA,NA,NA,NA,8,3,NA,NA
"ST201089","B",2,2020-09-21,NA,NA,NA,NA,NA,NA,11,1,NA,1
"ST201090","B",2,2020-09-21,NA,NA,NA,NA,NA,NA,13,2,NA,3
"ST201126","A",2,2020-09-28,NA,NA,NA,NA,NA,NA,15,6,NA,3
"ST201127","A",2,2020-09-28,NA,NA,NA,NA,NA,NA,16,6,NA,1
"ST201128","A",2,2020-09-28,NA,NA,NA,NA,NA,1,16,6,NA,5
"ST201129","A",2,2020-09-28,NA,NA,NA,NA,NA,NA,7,2,NA,1
"ST201130","A",2,2020-09-28,2,NA,NA,NA,NA,NA,6,7,NA,4
"ST201126","B",2,2020-09-28,3,NA,NA,NA,NA,NA,18,6,NA,4
"ST201127","B",2,2020-09-28,NA,NA,NA,NA,NA,NA,15,5,NA,1
"ST201128","B",2,2020-09-28,1,1,NA,NA,NA,NA,19,3,NA,5
"ST201129","B",2,2020-09-28,NA,NA,NA,NA,NA,NA,9,1,NA,6
"ST201130","B",2,2020-09-28,NA,NA,NA,NA,NA,NA,16,3,NA,NA
"ST201166","A",2,2020-10-05,9,NA,NA,NA,NA,NA,16,4,NA,9
"ST201167","A",2,2020-10-05,NA,NA,NA,NA,NA,NA,8,1,NA,2
"ST201168","A",2,2020-10-05,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"ST201169","A",2,2020-10-05,NA,NA,NA,NA,NA,NA,15,2,NA,4
"ST201170","A",2,2020-10-05,2,NA,NA,NA,NA,NA,27,2,NA,NA
"ST201166","B",2,2020-10-05,NA,1,NA,NA,NA,NA,19,1,NA,6
"ST201167","B",2,2020-10-05,NA,NA,NA,NA,NA,NA,26,3,NA,2
"ST201168","B",2,2020-10-05,1,NA,NA,NA,NA,NA,17,4,NA,1
"ST201169","B",2,2020-10-05,NA,NA,NA,NA,NA,NA,13,3,NA,2
"ST201170","B",2,2020-10-05,2,NA,NA,NA,NA,NA,11,1,NA,NA
"ST201206","A",2,2020-10-12,1,NA,NA,NA,NA,NA,15,3,NA,NA
"ST201207","A",2,2020-10-12,1,NA,NA,NA,NA,NA,9,NA,NA,1
"ST201208","A",2,2020-10-12,NA,NA,NA,NA,NA,NA,13,4,NA,4
"ST201209","A",2,2020-10-12,1,NA,NA,NA,NA,NA,22,3,NA,NA
"ST201210","A",2,2020-10-12,NA,NA,NA,NA,NA,NA,13,6,NA,1
"ST201206","B",2,2020-10-12,1,NA,NA,NA,NA,NA,19,2,NA,1
"ST201207","B",2,2020-10-12,1,NA,NA,NA,NA,NA,21,NA,NA,2
"ST201208","B",2,2020-10-12,2,NA,NA,NA,NA,NA,10,2,NA,1
"ST201209","B",2,2020-10-12,3,NA,NA,NA,NA,NA,17,NA,NA,3
"ST201210","B",2,2020-10-12,2,NA,NA,NA,NA,NA,12,1,NA,1
"ST201246","A",2,2020-10-19,1,NA,NA,NA,NA,NA,4,1,NA,1
"ST201247","A",2,2020-10-19,2,NA,NA,NA,NA,NA,10,2,NA,NA
"ST201248","A",2,2020-10-19,2,NA,NA,NA,NA,NA,9,2,NA,NA
"ST201249","A",2,2020-10-19,1,NA,NA,NA,NA,NA,14,5,NA,2
"ST201250","A",2,2020-10-19,1,NA,NA,NA,NA,NA,11,4,NA,2
"ST201246","B",2,2020-10-19,1,NA,NA,NA,NA,NA,7,1,NA,1
"ST201247","B",2,2020-10-19,2,NA,NA,NA,NA,1,5,2,NA,1
"ST201248","B",2,2020-10-19,2,NA,NA,NA,NA,1,10,1,NA,2
"ST201249","B",2,2020-10-19,3,1,NA,NA,NA,NA,14,3,NA,3
"ST201250","B",2,2020-10-19,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST201286","A",2,2020-10-26,8,2,NA,NA,NA,NA,19,15,NA,5
"ST201287","A",2,2020-10-26,1,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST201288","A",2,2020-10-26,NA,NA,NA,NA,NA,NA,16,1,NA,3
"ST201289","A",2,2020-10-26,NA,NA,NA,NA,NA,NA,18,2,NA,4
"ST201290","A",2,2020-10-26,1,NA,NA,NA,NA,NA,11,3,NA,NA
"ST201286","B",2,2020-10-26,2,2,NA,NA,NA,1,14,2,NA,4
"ST201287","B",2,2020-10-26,2,NA,NA,NA,NA,NA,5,4,NA,4
"ST201288","B",2,2020-10-26,2,NA,NA,NA,NA,NA,7,5,NA,3
"ST201289","B",2,2020-10-26,5,1,NA,NA,NA,NA,14,NA,NA,4
"ST201290","B",2,2020-10-26,1,NA,NA,NA,NA,NA,20,2,NA,5
"ST201326","A",2,2020-11-02,1,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST201327","A",2,2020-11-02,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST201328","A",2,2020-11-02,1,1,NA,NA,NA,NA,5,NA,NA,NA
"ST201329","A",2,2020-11-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST201330","A",2,2020-11-02,2,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201326","B",2,2020-11-02,2,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST201327","B",2,2020-11-02,3,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201328","B",2,2020-11-02,5,1,NA,NA,NA,NA,16,NA,NA,NA
"ST201329","B",2,2020-11-02,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST201330","B",2,2020-11-02,2,1,NA,NA,NA,NA,2,NA,NA,NA
"ST201366","A",2,2020-11-09,NA,NA,NA,NA,NA,NA,11,1,NA,6
"ST301366","B",2,2020-11-09,NA,NA,NA,NA,NA,NA,15,NA,NA,3
"ST201406","A",2,2020-11-16,1,NA,NA,NA,NA,NA,9,4,NA,2
"ST201406","B",2,2020-11-16,1,NA,NA,NA,NA,NA,9,1,NA,NA
"ST201446","A",2,2020-11-22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST201446","B",2,2020-11-22,2,NA,NA,NA,NA,NA,1,1,NA,NA
"ST201486","A",2,2020-11-30,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"ST201486","B",2,2020-11-30,2,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST201526","A",2,2020-12-07,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201526","B",2,2020-12-07,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST201566","B",2,2020-12-14,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"1",3,2018-06-04,1,4,NA,NA,1,6,34,6,NA,22
NA,"10",3,2018-06-04,2,NA,NA,NA,NA,2,74,6,6,37
NA,"2",3,2018-06-04,4,3,NA,NA,1,5,35,11,NA,19
NA,"3",3,2018-06-04,NA,5,NA,NA,NA,10,40,14,NA,22
NA,"4",3,2018-06-04,NA,1,NA,NA,NA,2,28,4,NA,11
NA,"5",3,2018-06-04,NA,1,NA,NA,NA,5,76,3,NA,57
NA,"6",3,2018-06-04,2,2,NA,NA,3,3,93,2,1,31
NA,"7",3,2018-06-04,1,2,NA,NA,1,9,62,2,NA,16
NA,"8",3,2018-06-04,3,1,1,NA,NA,8,122,5,NA,19
NA,"9",3,2018-06-04,NA,NA,NA,NA,1,1,50,2,NA,11
NA,"1",3,2018-06-11,2,1,2,NA,NA,5,51,1,NA,7
NA,"10",3,2018-06-11,NA,2,NA,NA,NA,4,44,5,NA,18
NA,"2",3,2018-06-11,NA,NA,NA,NA,1,4,60,4,NA,18
NA,"3",3,2018-06-11,NA,NA,NA,NA,2,4,48,5,NA,28
NA,"4",3,2018-06-11,2,NA,NA,NA,NA,NA,30,4,NA,13
NA,"5",3,2018-06-11,1,1,NA,NA,1,3,45,5,NA,15
NA,"6",3,2018-06-11,NA,3,NA,NA,1,4,84,14,NA,12
NA,"7",3,2018-06-11,1,1,NA,NA,NA,3,60,9,NA,10
NA,"8",3,2018-06-11,NA,NA,NA,NA,1,3,87,9,NA,16
NA,"9",3,2018-06-11,3,4,NA,NA,1,1,38,4,NA,18
NA,"1",3,2018-06-18,2,4,3,NA,4,2,55,4,NA,36
NA,"10",3,2018-06-18,3,8,NA,NA,NA,10,28,4,NA,44
NA,"2",3,2018-06-18,4,NA,1,NA,1,4,63,5,NA,45
NA,"3",3,2018-06-18,1,1,NA,NA,2,5,53,5,NA,28
NA,"4",3,2018-06-18,4,3,NA,NA,3,6,40,3,NA,48
NA,"5",3,2018-06-18,1,3,NA,NA,2,15,48,4,NA,52
NA,"6",3,2018-06-18,4,2,NA,NA,3,25,69,4,NA,67
NA,"7",3,2018-06-18,NA,NA,NA,NA,NA,14,19,4,NA,30
NA,"8",3,2018-06-18,2,2,2,NA,NA,9,38,2,NA,39
NA,"9",3,2018-06-18,5,14,2,NA,NA,3,53,7,NA,47
NA,"1",3,2018-06-25,2,2,1,NA,NA,1,44,6,NA,38
NA,"10",3,2018-06-25,NA,2,NA,NA,2,3,15,NA,NA,18
NA,"2",3,2018-06-25,1,NA,NA,NA,1,6,30,4,NA,14
NA,"3",3,2018-06-25,NA,NA,NA,NA,2,4,37,2,NA,32
NA,"4",3,2018-06-25,2,1,NA,NA,1,5,40,NA,NA,45
NA,"5",3,2018-06-25,1,NA,NA,NA,NA,NA,20,4,NA,37
NA,"6",3,2018-06-25,1,NA,NA,NA,NA,3,44,NA,NA,34
NA,"7",3,2018-06-25,1,1,NA,NA,NA,7,12,3,NA,18
NA,"8",3,2018-06-25,1,NA,NA,NA,3,2,35,1,NA,28
NA,"9",3,2018-06-25,NA,1,NA,NA,1,1,35,1,NA,29
"ST190891","A",3,2019-09-03,3,NA,2,NA,NA,1,11,NA,NA,6
"ST190892","A",3,2019-09-03,1,2,NA,NA,NA,NA,12,NA,NA,7
"ST190893","A",3,2019-09-03,3,1,1,NA,1,NA,21,NA,NA,8
"ST190894","A",3,2019-09-03,1,1,NA,NA,NA,NA,14,1,NA,1
"ST190895","A",3,2019-09-03,NA,NA,NA,NA,2,6,28,1,NA,5
"ST190891","B",3,2019-09-03,3,NA,2,NA,7,3,33,1,NA,5
"ST190892","B",3,2019-09-03,2,3,NA,NA,NA,1,30,3,NA,2
"ST190893","B",3,2019-09-03,5,NA,2,NA,1,1,17,NA,NA,8
"ST190894","B",3,2019-09-03,3,NA,NA,NA,4,2,25,1,NA,2
"ST190895","B",3,2019-09-03,2,NA,2,NA,1,1,22,NA,NA,2
"ST190931","A",3,2019-09-09,2,1,1,NA,NA,NA,15,NA,NA,2
"ST190932","A",3,2019-09-09,1,1,1,NA,NA,1,20,1,NA,1
"ST190933","A",3,2019-09-09,NA,NA,1,NA,NA,4,13,NA,NA,2
"ST190934","A",3,2019-09-09,NA,NA,NA,NA,NA,NA,31,NA,NA,4
"ST190935","A",3,2019-09-09,2,NA,NA,NA,NA,NA,16,NA,NA,1
"ST190931","B",3,2019-09-09,NA,NA,NA,NA,1,1,12,NA,NA,2
"ST190932","B",3,2019-09-09,1,NA,NA,NA,1,NA,9,NA,NA,2
"ST190933","B",3,2019-09-09,1,3,NA,NA,NA,5,16,NA,NA,3
"ST190934","B",3,2019-09-09,NA,1,NA,NA,NA,3,8,2,NA,1
"ST190935","B",3,2019-09-09,1,NA,NA,NA,1,NA,19,NA,NA,5
"ST190971","A",3,2019-09-16,1,NA,NA,NA,NA,1,16,NA,NA,2
"ST190972","A",3,2019-09-16,2,NA,2,NA,NA,1,20,NA,NA,5
"ST190973","A",3,2019-09-16,1,NA,1,NA,1,NA,15,NA,NA,10
"ST190974","A",3,2019-09-16,NA,NA,NA,NA,1,NA,23,NA,NA,10
