side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
B,1,2021-06-21,3,1,2,NA,NA,3,22,1,NA,7
B,1,2021-06-21,2,3,2,NA,2,3,19,3,NA,16
B,1,2021-06-21,NA,NA,1,NA,NA,2,10,NA,NA,5
1,2,2018-07-02,NA,1,2,NA,NA,2,93,6,NA,22
1,2,2018-07-09,1,2,NA,NA,NA,3,46,1,NA,23
1,2,2018-07-16,4,NA,NA,NA,1,3,23,5,NA,18
1,2,2018-08-06,3,NA,NA,NA,NA,NA,10,1,NA,5
1,2,2018-08-13,1,NA,NA,NA,NA,2,13,NA,NA,1
1,2,2018-08-20,NA,1,NA,NA,NA,2,19,1,NA,3
1,2,2018-08-27,3,NA,NA,NA,1,NA,7,1,NA,3
1,2,2019-09-03,5,2,NA,NA,NA,NA,18,NA,NA,NA
1,2,2019-09-09,NA,NA,NA,NA,NA,NA,18,NA,NA,2
1,2,2019-09-16,NA,1,NA,NA,NA,1,9,NA,NA,5
1,2,2019-09-23,1,NA,NA,NA,NA,NA,9,NA,NA,4
1,2,2019-09-30,NA,NA,NA,NA,NA,NA,22,1,NA,1
10,2,2018-07-02,NA,NA,NA,NA,NA,1,30,1,NA,11
10,2,2018-07-09,1,1,NA,NA,NA,2,24,1,NA,7
10,2,2018-07-16,1,NA,NA,NA,NA,3,17,2,NA,13
10,2,2018-08-13,8,NA,NA,NA,NA,2,24,3,NA,4
10,2,2018-08-20,NA,NA,NA,NA,NA,NA,16,NA,NA,2
10,2,2018-08-27,4,NA,NA,NA,NA,1,15,NA,NA,3
10,2,2019-09-03,5,2,2,NA,NA,NA,16,1,NA,NA
10,2,2019-09-09,NA,1,NA,NA,NA,NA,10,NA,NA,3
10,2,2019-09-16,1,NA,NA,NA,NA,NA,19,NA,NA,7
10,2,2019-09-23,NA,2,NA,NA,NA,NA,8,NA,NA,7
10,2,2019-09-30,NA,NA,1,NA,NA,1,8,1,NA,2
2,2,2018-07-02,3,NA,1,NA,NA,3,53,NA,NA,13
2,2,2018-07-09,1,2,NA,NA,NA,5,20,2,NA,11
2,2,2018-07-16,2,NA,NA,NA,1,3,18,2,NA,17
2,2,2018-08-06,NA,NA,NA,NA,NA,NA,3,NA,NA,1
2,2,2018-08-13,NA,NA,NA,NA,NA,1,9,NA,NA,1
2,2,2018-08-20,2,NA,NA,NA,NA,1,12,NA,NA,5
2,2,2018-08-27,1,NA,NA,NA,NA,NA,11,NA,NA,2
2,2,2019-09-03,9,2,NA,NA,1,NA,11,NA,NA,NA
2,2,2019-09-09,NA,NA,NA,NA,NA,NA,14,NA,NA,1
2,2,2019-09-16,NA,1,NA,NA,NA,1,12,NA,NA,5
2,2,2019-09-23,NA,3,NA,NA,NA,1,9,NA,NA,4
2,2,2019-09-30,NA,2,NA,NA,NA,1,12,2,NA,6
3,2,2018-07-02,NA,1,1,NA,NA,6,82,1,NA,15
3,2,2018-07-09,1,1,NA,NA,NA,3,50,NA,NA,15
3,2,2018-07-16,2,NA,NA,NA,NA,2,23,1,NA,18
3,2,2018-08-06,NA,NA,NA,NA,1,NA,6,NA,NA,2
3,2,2018-08-13,1,NA,NA,NA,NA,NA,6,1,NA,2
3,2,2018-08-20,1,1,NA,NA,NA,NA,17,1,NA,NA
3,2,2018-08-27,3,NA,NA,NA,NA,NA,12,NA,NA,2
3,2,2019-09-03,6,1,3,NA,NA,NA,2,NA,NA,NA
3,2,2019-09-09,1,NA,NA,NA,1,NA,8,NA,NA,2
3,2,2019-09-16,1,2,NA,NA,NA,NA,3,2,NA,NA
3,2,2019-09-23,NA,2,NA,NA,NA,NA,2,NA,NA,2
3,2,2019-09-30,1,NA,1,NA,NA,NA,4,NA,NA,2
4,2,2018-07-02,2,3,NA,NA,NA,NA,40,NA,NA,33
4,2,2018-07-09,1,1,NA,NA,NA,4,27,4,NA,15
4,2,2018-07-16,5,1,NA,NA,NA,1,21,4,NA,17
4,2,2018-08-06,1,NA,NA,NA,NA,2,14,NA,NA,6
4,2,2018-08-13,3,NA,NA,NA,2,NA,14,1,NA,5
4,2,2018-08-20,1,NA,NA,NA,NA,NA,9,NA,NA,2
4,2,2018-08-27,1,NA,NA,NA,1,NA,12,1,NA,1
4,2,2019-09-03,11,1,NA,NA,3,NA,4,NA,NA,NA
4,2,2019-09-09,NA,1,NA,NA,NA,NA,8,NA,NA,NA
4,2,2019-09-16,1,NA,1,NA,1,1,9,NA,NA,4
4,2,2019-09-23,1,1,NA,NA,NA,NA,10,1,NA,3
4,2,2019-09-30,NA,NA,NA,NA,NA,NA,15,1,NA,4
5,2,2018-07-02,1,NA,NA,NA,NA,1,100,9,NA,28
5,2,2018-07-09,1,NA,NA,NA,NA,1,68,5,NA,27
5,2,2018-07-16,8,NA,NA,NA,NA,3,60,7,NA,15
5,2,2018-08-06,NA,NA,NA,NA,NA,2,11,NA,NA,3
5,2,2018-08-13,3,NA,NA,NA,NA,NA,26,1,NA,6
5,2,2018-08-20,1,NA,NA,NA,2,1,14,1,NA,2
5,2,2018-08-27,3,1,NA,NA,NA,1,9,1,NA,NA
5,2,2019-09-03,9,1,NA,NA,1,NA,12,NA,NA,NA
5,2,2019-09-09,NA,NA,NA,NA,NA,1,7,1,NA,2
5,2,2019-09-16,1,NA,NA,NA,NA,NA,6,2,NA,5
5,2,2019-09-23,NA,NA,NA,NA,NA,1,7,NA,NA,3
5,2,2019-09-30,1,1,NA,NA,NA,1,12,NA,NA,2
6,2,2018-07-02,1,NA,NA,NA,NA,NA,37,1,NA,15
6,2,2018-07-09,2,NA,NA,NA,NA,5,43,8,NA,16
6,2,2018-07-16,7,1,NA,NA,NA,NA,29,4,NA,15
6,2,2018-08-06,1,NA,NA,NA,NA,4,4,1,NA,3
6,2,2018-08-13,NA,NA,NA,NA,NA,1,9,NA,NA,4
6,2,2018-08-20,2,NA,NA,NA,2,2,17,1,NA,1
6,2,2018-08-27,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
6,2,2019-09-03,9,1,NA,NA,NA,1,9,NA,NA,NA
6,2,2019-09-09,NA,1,NA,NA,NA,1,17,NA,NA,4
6,2,2019-09-16,NA,NA,NA,NA,NA,NA,12,2,NA,6
6,2,2019-09-23,NA,NA,NA,NA,NA,NA,4,NA,NA,2
6,2,2019-09-30,NA,NA,NA,NA,NA,1,9,2,NA,5
7,2,2018-07-02,NA,NA,NA,NA,NA,4,74,3,NA,22
7,2,2018-07-09,7,1,NA,NA,NA,4,57,7,NA,14
7,2,2018-07-16,24,2,NA,NA,NA,1,28,2,NA,11
7,2,2018-07-23,5,NA,NA,NA,NA,1,20,NA,NA,8
7,2,2018-08-13,NA,NA,NA,NA,NA,1,9,NA,NA,3
7,2,2018-08-20,2,NA,NA,NA,NA,NA,12,1,NA,2
7,2,2018-08-27,1,NA,NA,NA,NA,NA,13,1,NA,5
7,2,2019-09-03,12,3,4,NA,NA,NA,12,NA,NA,NA
7,2,2019-09-09,NA,1,NA,NA,NA,NA,10,NA,NA,4
7,2,2019-09-16,NA,1,1,NA,NA,NA,20,NA,NA,7
7,2,2019-09-23,NA,2,NA,NA,NA,1,16,NA,NA,1
7,2,2019-09-30,NA,NA,NA,NA,NA,NA,11,NA,NA,3
8,2,2018-07-02,1,NA,NA,NA,NA,3,78,NA,NA,8
8,2,2018-07-09,1,NA,NA,NA,NA,1,30,NA,NA,10
8,2,2018-07-16,4,NA,NA,NA,NA,1,10,1,NA,6
8,2,2018-07-23,3,NA,NA,NA,NA,NA,24,NA,NA,4
8,2,2018-08-13,4,NA,NA,NA,NA,2,12,1,NA,1
8,2,2018-08-20,1,NA,NA,NA,NA,1,12,NA,NA,4
8,2,2018-08-27,3,NA,NA,NA,NA,NA,19,NA,NA,4
8,2,2019-09-03,5,NA,1,NA,NA,NA,9,NA,NA,NA
8,2,2019-09-09,1,NA,NA,NA,NA,NA,7,NA,NA,2
8,2,2019-09-16,NA,NA,NA,NA,NA,NA,19,NA,NA,7
8,2,2019-09-23,NA,2,NA,NA,NA,NA,9,NA,NA,7
8,2,2019-09-30,NA,NA,NA,NA,NA,NA,5,2,NA,2
9,2,2018-07-02,2,1,NA,NA,NA,3,86,1,NA,25
9,2,2018-07-09,3,1,NA,NA,NA,2,47,3,NA,19
9,2,2018-07-16,2,NA,NA,NA,1,6,50,1,NA,12
9,2,2018-08-13,2,NA,NA,NA,1,NA,20,2,NA,7
9,2,2018-08-20,2,NA,NA,NA,NA,NA,7,NA,NA,3
9,2,2018-08-27,NA,NA,NA,NA,NA,NA,10,3,NA,1
9,2,2019-09-03,1,2,NA,NA,NA,NA,13,NA,NA,NA
9,2,2019-09-09,NA,NA,NA,NA,NA,NA,6,NA,NA,3
9,2,2019-09-16,NA,1,NA,NA,NA,NA,3,1,NA,3
9,2,2019-09-23,NA,2,NA,NA,NA,1,10,NA,NA,1
9,2,2019-09-30,NA,NA,NA,NA,NA,1,9,NA,NA,2
A,2,2019-10-07,1,NA,NA,NA,NA,NA,12,NA,NA,3
A,2,2019-10-07,NA,NA,NA,NA,NA,NA,5,NA,NA,1
A,2,2019-10-07,3,NA,NA,NA,NA,NA,8,NA,NA,NA
A,2,2019-10-07,NA,NA,NA,NA,NA,NA,6,NA,NA,2
A,2,2019-10-07,2,NA,NA,NA,NA,NA,7,NA,NA,2
A,2,2019-10-15,NA,1,NA,NA,NA,3,15,NA,NA,14
A,2,2019-10-15,3,NA,NA,NA,NA,2,18,NA,NA,10
A,2,2019-10-15,1,NA,NA,NA,NA,NA,10,NA,NA,8
A,2,2019-10-15,24,NA,NA,NA,NA,NA,7,NA,NA,4
A,2,2019-10-15,6,1,NA,NA,NA,NA,8,NA,NA,10
A,2,2019-10-21,4,NA,NA,NA,NA,1,9,NA,NA,6
A,2,2019-10-21,10,NA,NA,NA,NA,1,11,NA,NA,8
A,2,2019-10-21,56,NA,NA,NA,NA,NA,12,NA,NA,3
A,2,2019-10-21,1,NA,NA,NA,NA,NA,4,NA,NA,3
A,2,2019-10-21,9,NA,NA,NA,NA,NA,6,NA,NA,6
A,2,2019-10-28,60,NA,NA,NA,NA,NA,23,NA,NA,19
A,2,2019-10-28,10,NA,NA,NA,NA,1,8,NA,NA,3
A,2,2019-10-28,8,NA,NA,NA,NA,NA,10,NA,NA,17
A,2,2019-10-28,16,1,NA,NA,NA,1,13,NA,NA,8
A,2,2019-10-28,13,NA,NA,NA,1,NA,10,NA,NA,6
A,2,2019-11-04,NA,NA,NA,NA,NA,NA,2,NA,NA,1
A,2,2019-11-04,10,NA,NA,NA,NA,1,5,NA,NA,4
A,2,2019-11-04,3,NA,NA,NA,NA,NA,4,NA,NA,2
A,2,2019-11-04,4,NA,NA,NA,NA,1,4,NA,NA,4
A,2,2019-11-04,14,NA,NA,NA,NA,1,9,NA,NA,5
A,2,2019-11-11,1,1,NA,NA,NA,NA,3,NA,NA,NA
A,2,2019-11-11,1,1,NA,NA,NA,NA,2,NA,NA,NA
A,2,2019-11-11,1,NA,NA,NA,NA,NA,4,NA,NA,2
A,2,2019-11-11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
A,2,2019-11-11,3,NA,NA,NA,NA,NA,3,NA,NA,NA
A,2,2019-11-18,1,NA,NA,NA,NA,NA,1,NA,NA,NA
A,2,2019-11-25,1,NA,NA,NA,NA,NA,1,NA,NA,NA
A,2,2019-12-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,2020-03-23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
A,2,2020-03-31,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
A,2,2020-04-06,NA,NA,NA,NA,NA,NA,5,1,NA,1
A,2,2020-04-14,1,NA,NA,NA,NA,NA,2,2,NA,2
A,2,2020-04-14,NA,1,NA,NA,NA,NA,1,1,NA,NA
A,2,2020-04-14,NA,1,NA,NA,NA,NA,3,NA,NA,8
A,2,2020-04-14,NA,NA,NA,NA,NA,NA,9,2,NA,3
A,2,2020-04-14,2,1,NA,NA,NA,NA,2,NA,NA,1
A,2,2020-04-20,NA,1,NA,NA,NA,NA,2,NA,NA,4
A,2,2020-04-20,NA,2,NA,NA,NA,NA,2,1,NA,4
A,2,2020-04-20,1,NA,NA,NA,NA,1,14,2,NA,2
A,2,2020-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
A,2,2020-04-20,1,3,NA,NA,NA,NA,4,1,NA,5
A,2,2020-04-28,3,NA,NA,NA,NA,NA,8,NA,NA,4
A,2,2020-04-28,1,NA,NA,NA,NA,NA,13,12,NA,8
A,2,2020-04-28,2,NA,NA,NA,NA,NA,14,3,NA,4
A,2,2020-04-28,1,NA,NA,NA,NA,NA,15,1,NA,3
A,2,2020-04-28,5,NA,NA,NA,NA,NA,22,6,NA,7
A,2,2020-05-04,2,NA,NA,NA,NA,1,18,8,NA,20
A,2,2020-05-04,1,NA,NA,NA,NA,2,33,11,NA,12
A,2,2020-05-04,NA,NA,NA,NA,NA,NA,25,2,NA,9
A,2,2020-05-04,1,NA,NA,NA,NA,NA,18,3,NA,15
A,2,2020-05-04,NA,NA,NA,NA,NA,NA,13,1,NA,9
A,2,2020-05-12,NA,1,NA,NA,NA,NA,6,2,NA,2
A,2,2020-05-12,NA,NA,NA,NA,1,NA,9,2,NA,2
A,2,2020-05-12,NA,NA,NA,NA,NA,NA,12,2,NA,10
A,2,2020-05-12,NA,NA,NA,NA,NA,NA,19,6,NA,7
A,2,2020-05-12,NA,NA,NA,NA,NA,NA,3,5,NA,7
A,2,2020-05-18,1,NA,1,NA,NA,1,63,21,NA,47
A,2,2020-05-18,NA,2,NA,NA,NA,NA,74,10,NA,19
A,2,2020-05-18,NA,NA,NA,NA,NA,NA,49,10,NA,22
A,2,2020-05-18,NA,NA,NA,NA,1,1,82,4,NA,64
A,2,2020-05-18,1,NA,NA,NA,NA,1,39,9,NA,36
A,2,2020-05-26,NA,NA,NA,NA,1,9,91,6,NA,37
A,2,2020-05-26,NA,1,NA,NA,NA,2,76,11,NA,38
A,2,2020-05-26,NA,1,NA,NA,1,7,124,6,NA,70
A,2,2020-05-26,1,NA,NA,NA,2,2,81,11,NA,47
A,2,2020-05-26,NA,NA,NA,NA,NA,5,49,3,NA,32
A,2,2020-06-01,NA,NA,NA,NA,2,1,27,2,NA,19
A,2,2020-06-01,NA,NA,NA,NA,4,6,53,4,NA,33
A,2,2020-06-01,NA,1,NA,NA,NA,4,56,2,NA,23
A,2,2020-06-01,NA,NA,NA,NA,2,NA,40,NA,NA,17
A,2,2020-06-01,NA,2,NA,NA,NA,3,60,NA,NA,18
A,2,2020-06-08,1,NA,NA,NA,NA,5,16,7,NA,6
A,2,2020-06-08,1,NA,NA,NA,NA,1,33,5,NA,6
A,2,2020-06-08,9,1,NA,NA,NA,2,78,NA,NA,30
A,2,2020-06-08,1,1,NA,NA,2,NA,33,6,NA,15
A,2,2020-06-08,1,1,NA,NA,1,NA,52,2,NA,19
A,2,2020-06-15,3,3,NA,NA,1,5,28,NA,NA,16
A,2,2020-06-15,1,1,NA,NA,1,3,25,3,NA,23
A,2,2020-06-15,2,NA,NA,NA,NA,4,24,4,NA,12
A,2,2020-06-15,1,NA,NA,NA,NA,2,23,10,NA,9
A,2,2020-06-15,1,1,NA,NA,NA,3,29,5,NA,4
A,2,2020-06-22,NA,NA,1,NA,NA,6,20,8,1,15
A,2,2020-06-22,3,3,3,NA,1,13,38,8,NA,19
A,2,2020-06-22,4,2,1,NA,NA,7,29,10,NA,15
A,2,2020-06-22,2,3,9,NA,NA,26,33,21,NA,11
A,2,2020-06-22,3,5,2,NA,1,18,70,32,NA,23
A,2,2020-06-29,1,2,1,0,0,2,36,11,0,2
A,2,2020-06-29,2,1,1,0,0,2,34,4,0,8
A,2,2020-06-29,1,4,0,0,0,4,21,1,1,14
A,2,2020-06-29,2,3,2,0,0,5,20,5,0,16
A,2,2020-06-29,1,5,0,0,0,4,18,3,0,11
A,2,2020-07-06,1,1,NA,NA,NA,3,9,15,NA,16
A,2,2020-07-06,NA,NA,NA,NA,NA,NA,2,NA,NA,1
A,2,2020-07-06,3,1,NA,NA,NA,1,6,4,NA,5
A,2,2020-07-06,4,NA,NA,NA,NA,NA,12,10,NA,11
A,2,2020-07-06,3,2,NA,NA,3,1,10,8,NA,23
A,2,2020-07-13,3,NA,NA,NA,1,3,7,2,NA,9
A,2,2020-07-20,3,0,0,0,0,3,17,1,0,11
A,2,2020-07-20,4,1,0,0,1,4,43,1,0,7
A,2,2020-07-20,1,2,1,0,0,3,27,3,1,11
A,2,2020-07-20,5,8,0,0,0,5,35,6,0,10
A,2,2020-07-20,1,2,0,0,1,0,11,1,0,11
A,2,2020-07-27,NA,1,NA,NA,NA,4,4,7,NA,18
A,2,2020-07-27,3,1,NA,NA,NA,1,16,1,NA,21
A,2,2020-07-27,NA,1,NA,NA,NA,2,28,2,NA,12
A,2,2020-07-27,2,NA,NA,NA,NA,2,14,1,NA,9
A,2,2020-07-27,1,NA,NA,NA,NA,1,29,2,NA,15
A,2,2020-08-03,2,NA,NA,NA,NA,9,27,7,NA,5
A,2,2020-08-03,2,NA,NA,NA,NA,2,29,8,NA,5
A,2,2020-08-03,2,NA,NA,NA,NA,1,16,3,NA,1
A,2,2020-08-03,NA,NA,NA,NA,NA,2,27,4,NA,9
A,2,2020-08-03,NA,2,NA,NA,NA,3,15,1,NA,2
A,2,2020-08-10,NA,1,NA,NA,NA,2,15,1,NA,12
A,2,2020-08-10,1,1,NA,NA,NA,1,12,5,NA,4
A,2,2020-08-10,NA,1,NA,NA,NA,1,19,6,NA,9
A,2,2020-08-10,1,NA,NA,NA,NA,4,44,6,NA,9
A,2,2020-08-10,4,NA,1,NA,NA,3,20,4,NA,13
A,2,2020-08-17,1,2,NA,NA,NA,4,19,3,NA,2
A,2,2020-08-17,NA,1,NA,NA,NA,1,10,1,NA,5
A,2,2020-08-17,1,NA,1,NA,NA,1,12,6,NA,4
A,2,2020-08-17,NA,NA,NA,NA,NA,8,15,5,NA,5
A,2,2020-08-17,NA,1,NA,NA,NA,3,41,1,NA,3
A,2,2020-08-24,NA,NA,NA,NA,NA,NA,24,2,NA,1
A,2,2020-08-24,NA,NA,NA,NA,NA,1,15,NA,NA,5
A,2,2020-08-24,NA,NA,NA,NA,NA,4,22,3,NA,5
A,2,2020-08-24,NA,NA,NA,NA,NA,1,15,1,NA,NA
A,2,2020-08-24,NA,NA,NA,NA,NA,NA,18,3,NA,7
A,2,2020-08-31,1,NA,NA,NA,NA,NA,13,4,NA,NA
A,2,2020-08-31,NA,NA,NA,NA,NA,NA,9,2,NA,1
A,2,2020-08-31,NA,NA,NA,NA,NA,3,10,2,NA,9
A,2,2020-08-31,NA,NA,NA,NA,NA,NA,16,4,NA,8
A,2,2020-08-31,NA,1,NA,NA,NA,NA,11,1,NA,4
A,2,2020-09-08,NA,NA,NA,NA,NA,NA,19,3,NA,1
A,2,2020-09-08,NA,1,NA,NA,NA,NA,15,4,NA,2
A,2,2020-09-08,NA,1,NA,NA,NA,NA,7,1,NA,4
A,2,2020-09-08,NA,NA,NA,NA,NA,NA,18,6,NA,1
A,2,2020-09-08,1,1,NA,NA,NA,1,12,4,NA,NA
A,2,2020-09-14,NA,NA,NA,NA,NA,NA,3,2,NA,2
A,2,2020-09-14,NA,NA,NA,NA,NA,NA,6,3,NA,1
A,2,2020-09-14,NA,NA,NA,NA,NA,NA,9,5,NA,NA
A,2,2020-09-14,NA,NA,NA,NA,NA,NA,4,2,NA,NA
A,2,2020-09-14,NA,NA,NA,NA,NA,1,4,3,NA,3
A,2,2020-09-21,1,NA,1,NA,NA,NA,16,6,NA,1
A,2,2020-09-21,NA,NA,NA,NA,NA,NA,7,1,NA,NA
A,2,2020-09-21,NA,NA,NA,NA,NA,NA,7,2,NA,4
A,2,2020-09-21,1,1,NA,NA,NA,NA,7,1,NA,2
A,2,2020-09-21,1,NA,NA,NA,NA,NA,16,2,NA,1
A,2,2020-09-28,NA,NA,NA,NA,NA,NA,15,6,NA,3
A,2,2020-09-28,NA,NA,NA,NA,NA,NA,16,6,NA,1
A,2,2020-09-28,NA,NA,NA,NA,NA,1,16,6,NA,5
A,2,2020-09-28,NA,NA,NA,NA,NA,NA,7,2,NA,1
A,2,2020-09-28,2,NA,NA,NA,NA,NA,6,7,NA,4
A,2,2020-10-05,9,NA,NA,NA,NA,NA,16,4,NA,9
A,2,2020-10-05,NA,NA,NA,NA,NA,NA,8,1,NA,2
A,2,2020-10-05,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
A,2,2020-10-05,NA,NA,NA,NA,NA,NA,15,2,NA,4
A,2,2020-10-05,2,NA,NA,NA,NA,NA,27,2,NA,NA
A,2,2020-10-12,1,NA,NA,NA,NA,NA,15,3,NA,NA
A,2,2020-10-12,1,NA,NA,NA,NA,NA,9,NA,NA,1
A,2,2020-10-12,NA,NA,NA,NA,NA,NA,13,4,NA,4
A,2,2020-10-12,1,NA,NA,NA,NA,NA,22,3,NA,NA
A,2,2020-10-12,NA,NA,NA,NA,NA,NA,13,6,NA,1
A,2,2020-10-19,1,NA,NA,NA,NA,NA,4,1,NA,1
A,2,2020-10-19,2,NA,NA,NA,NA,NA,10,2,NA,NA
A,2,2020-10-19,2,NA,NA,NA,NA,NA,9,2,NA,NA
A,2,2020-10-19,1,NA,NA,NA,NA,NA,14,5,NA,2
A,2,2020-10-19,1,NA,NA,NA,NA,NA,11,4,NA,2
A,2,2020-10-26,8,2,NA,NA,NA,NA,19,15,NA,5
A,2,2020-10-26,1,NA,NA,NA,NA,NA,7,NA,NA,NA
A,2,2020-10-26,NA,NA,NA,NA,NA,NA,16,1,NA,3
A,2,2020-10-26,NA,NA,NA,NA,NA,NA,18,2,NA,4
A,2,2020-10-26,1,NA,NA,NA,NA,NA,11,3,NA,NA
A,2,2020-11-02,1,NA,NA,NA,NA,NA,6,NA,NA,NA
A,2,2020-11-02,1,NA,NA,NA,NA,NA,1,NA,NA,NA
A,2,2020-11-02,1,1,NA,NA,NA,NA,5,NA,NA,NA
A,2,2020-11-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,2020-11-02,2,NA,NA,NA,NA,NA,3,NA,NA,NA
A,2,2020-11-09,NA,NA,NA,NA,NA,NA,11,1,NA,6
A,2,2020-11-16,1,NA,NA,NA,NA,NA,9,4,NA,2
A,2,2020-11-22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
A,2,2020-11-30,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
A,2,2020-12-07,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
B,2,2019-10-07,2,NA,NA,NA,NA,NA,16,NA,NA,9
B,2,2019-10-07,2,NA,NA,NA,NA,NA,5,NA,NA,5
B,2,2019-10-07,NA,NA,NA,NA,NA,NA,19,NA,NA,1
B,2,2019-10-07,2,NA,NA,NA,NA,NA,14,NA,NA,NA
B,2,2019-10-07,NA,NA,NA,NA,NA,NA,10,NA,NA,3
B,2,2019-10-15,6,1,NA,NA,NA,NA,8,NA,NA,17
B,2,2019-10-15,1,1,NA,NA,NA,NA,17,NA,NA,11
B,2,2019-10-15,NA,NA,NA,NA,NA,1,2,NA,NA,7
B,2,2019-10-15,3,2,NA,NA,NA,NA,10,NA,NA,5
B,2,2019-10-15,4,2,NA,NA,NA,NA,4,NA,NA,16
B,2,2019-10-21,8,NA,NA,NA,1,NA,8,NA,NA,6
B,2,2019-10-21,19,NA,NA,NA,NA,NA,6,NA,NA,3
B,2,2019-10-21,32,NA,NA,NA,NA,NA,14,NA,NA,5
B,2,2019-10-21,5,1,NA,NA,1,NA,10,NA,NA,3
B,2,2019-10-21,3,NA,NA,NA,NA,NA,6,NA,NA,2
B,2,2019-10-28,52,NA,NA,NA,NA,NA,16,NA,NA,9
B,2,2019-10-28,15,1,NA,NA,NA,NA,9,NA,NA,5
B,2,2019-10-28,11,NA,NA,NA,NA,NA,11,NA,NA,5
B,2,2019-10-28,12,NA,NA,NA,NA,1,8,NA,NA,6
B,2,2019-10-28,13,NA,NA,NA,NA,1,5,NA,NA,6
B,2,2019-11-04,1,NA,NA,NA,NA,NA,1,NA,NA,NA
B,2,2019-11-04,51,NA,NA,NA,NA,NA,13,NA,NA,3
B,2,2019-11-04,4,NA,NA,NA,1,NA,3,NA,NA,5
B,2,2019-11-04,1,NA,NA,NA,NA,1,8,NA,NA,4
B,2,2019-11-04,24,NA,NA,NA,NA,NA,4,NA,NA,3
B,2,2019-11-11,2,NA,NA,NA,NA,NA,NA,NA,NA,1
B,2,2019-11-11,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
B,2,2019-11-11,NA,NA,NA,NA,NA,NA,6,NA,NA,1
B,2,2019-11-11,1,NA,NA,NA,NA,NA,4,NA,NA,NA
B,2,2019-11-11,3,NA,NA,NA,NA,NA,4,NA,NA,NA
B,2,2019-12-03,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,2,2020-03-23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
B,2,2020-03-31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
B,2,2020-04-06,1,NA,NA,NA,NA,NA,3,1,NA,NA
B,2,2020-04-14,NA,NA,NA,NA,NA,NA,4,NA,NA,1
B,2,2020-04-14,1,1,NA,NA,NA,NA,3,NA,NA,6
B,2,2020-04-14,2,NA,NA,NA,NA,NA,NA,1,NA,1
B,2,2020-04-14,3,1,NA,NA,NA,NA,1,NA,NA,1
B,2,2020-04-14,NA,NA,NA,NA,NA,NA,3,1,NA,4
B,2,2020-04-20,NA,NA,NA,NA,NA,NA,3,NA,NA,5
B,2,2020-04-20,NA,3,NA,NA,NA,NA,6,NA,NA,2
B,2,2020-04-20,1,NA,NA,NA,NA,NA,6,2,NA,5
B,2,2020-04-20,1,1,NA,NA,NA,NA,3,NA,NA,4
B,2,2020-04-20,1,3,NA,NA,NA,1,1,NA,NA,2
B,2,2020-04-28,7,NA,NA,NA,NA,NA,22,1,NA,8
B,2,2020-04-28,4,NA,NA,NA,NA,NA,27,12,NA,11
B,2,2020-04-28,1,NA,NA,NA,NA,NA,14,NA,NA,7
B,2,2020-04-28,1,2,NA,NA,NA,NA,5,1,NA,3
B,2,2020-04-28,1,NA,NA,NA,NA,NA,19,3,NA,8
B,2,2020-05-04,6,NA,NA,NA,NA,NA,26,1,NA,13
B,2,2020-05-04,1,NA,NA,NA,NA,NA,17,NA,NA,14
B,2,2020-05-04,NA,NA,NA,NA,NA,1,27,3,NA,10
B,2,2020-05-04,NA,NA,NA,NA,NA,2,21,2,NA,24
B,2,2020-05-04,1,NA,NA,NA,NA,1,17,2,NA,13
B,2,2020-05-12,NA,NA,NA,NA,NA,NA,9,2,NA,8
B,2,2020-05-12,NA,1,NA,NA,1,NA,19,3,NA,7
B,2,2020-05-12,NA,1,NA,NA,1,2,19,NA,NA,4
B,2,2020-05-12,NA,NA,NA,NA,NA,NA,8,1,NA,3
B,2,2020-05-12,NA,NA,NA,NA,NA,1,9,2,NA,5
B,2,2020-05-18,1,NA,NA,NA,NA,1,16,4,NA,30
B,2,2020-05-18,1,3,NA,NA,NA,1,85,14,NA,29
B,2,2020-05-18,NA,1,NA,NA,NA,1,91,10,NA,43
B,2,2020-05-18,NA,NA,NA,NA,NA,2,87,12,NA,57
B,2,2020-05-18,NA,NA,NA,NA,NA,6,68,9,NA,47
B,2,2020-05-26,NA,1,NA,NA,NA,1,58,19,NA,45
B,2,2020-05-26,1,NA,NA,NA,NA,6,44,3,NA,26
B,2,2020-05-26,1,2,NA,NA,NA,4,92,9,NA,57
B,2,2020-05-26,1,NA,NA,NA,3,4,128,18,NA,58
