sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
NA,10,5,NA,NA,NA,NA,NA,NA,6,10,NA,NA,5
NA,2,5,NA,2,NA,NA,NA,1,2,22,4,NA,9
NA,2,5,NA,1,3,5,NA,3,1,32,4,NA,9
NA,2,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5
NA,2,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,2,5,NA,1,NA,NA,NA,NA,NA,10,3,NA,2
NA,2,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,2,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,2,5,NA,1,NA,NA,NA,NA,3,78,4,NA,22
NA,2,5,NA,1,NA,NA,NA,1,1,97,5,NA,13
NA,2,5,NA,1,1,NA,NA,1,3,77,3,NA,8
NA,2,5,NA,NA,1,1,NA,NA,1,10,1,NA,2
NA,2,5,NA,NA,NA,1,NA,NA,4,15,NA,NA,1
NA,2,5,NA,2,NA,1,NA,NA,1,21,NA,NA,2
NA,2,5,NA,7,NA,2,NA,NA,4,41,3,NA,12
NA,2,5,NA,2,1,NA,NA,NA,3,20,4,NA,9
NA,2,5,NA,2,NA,NA,NA,NA,1,8,2,NA,4
NA,3,5,NA,1,1,NA,NA,1,6,42,5,NA,8
NA,3,5,NA,4,1,NA,NA,NA,3,30,7,NA,7
NA,3,5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2
NA,3,5,NA,NA,NA,NA,NA,NA,NA,9,2,NA,NA
NA,3,5,NA,3,NA,NA,NA,NA,NA,30,NA,NA,NA
NA,3,5,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA
NA,3,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,3,5,NA,1,NA,NA,NA,NA,1,143,2,NA,21
NA,3,5,NA,NA,NA,NA,NA,NA,2,115,3,NA,18
NA,3,5,NA,3,1,NA,NA,NA,3,161,1,NA,9
NA,3,5,NA,1,NA,NA,NA,NA,1,16,1,NA,3
NA,3,5,NA,NA,NA,2,NA,NA,2,5,NA,NA,3
NA,3,5,NA,1,NA,NA,NA,NA,2,10,2,NA,1
NA,3,5,NA,5,1,1,NA,NA,1,32,1,NA,11
NA,3,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,8
NA,3,5,NA,NA,NA,NA,NA,1,NA,20,NA,NA,3
NA,4,5,NA,1,NA,1,NA,1,NA,23,2,NA,13
NA,4,5,NA,2,NA,NA,NA,NA,NA,34,4,NA,8
NA,4,5,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA
NA,4,5,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA
NA,4,5,NA,NA,1,NA,NA,1,NA,107,1,NA,NA
NA,4,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,4,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1
NA,4,5,NA,NA,NA,NA,NA,NA,1,64,1,NA,25
NA,4,5,NA,1,NA,NA,NA,NA,NA,25,NA,NA,8
NA,4,5,NA,1,NA,NA,NA,1,6,125,4,NA,8
NA,4,5,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA
NA,4,5,NA,NA,NA,NA,NA,NA,2,13,3,NA,3
NA,4,5,NA,1,NA,NA,NA,2,NA,3,1,NA,3
NA,4,5,NA,4,NA,NA,NA,NA,4,19,3,NA,9
NA,4,5,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,7
NA,4,5,NA,NA,NA,NA,NA,NA,2,9,1,NA,3
NA,5,5,NA,2,5,NA,NA,2,3,14,10,NA,8
NA,5,5,NA,2,1,NA,NA,2,1,42,14,NA,6
NA,5,5,NA,1,NA,NA,NA,NA,NA,6,3,NA,NA
NA,5,5,NA,NA,NA,NA,NA,NA,NA,7,3,NA,3
NA,5,5,NA,NA,NA,NA,NA,NA,NA,13,1,NA,3
NA,5,5,NA,NA,1,NA,NA,NA,NA,39,NA,NA,1
NA,5,5,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,5,5,NA,2,NA,NA,NA,NA,1,173,2,NA,39
NA,5,5,NA,NA,NA,NA,NA,1,1,37,3,NA,14
NA,5,5,NA,1,1,NA,NA,2,3,101,3,NA,11
NA,5,5,NA,1,NA,NA,NA,NA,NA,18,1,NA,NA
NA,5,5,NA,NA,NA,NA,NA,NA,1,20,NA,NA,6
NA,5,5,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA
NA,5,5,NA,5,2,1,NA,NA,5,24,4,NA,15
NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
NA,5,5,NA,1,NA,1,NA,5,3,28,1,NA,4
NA,6,5,NA,1,2,1,NA,3,6,23,2,NA,17
NA,6,5,NA,NA,1,NA,NA,1,NA,40,10,NA,8
NA,6,5,NA,NA,NA,NA,NA,NA,NA,10,1,NA,2
NA,6,5,NA,2,1,NA,NA,NA,NA,10,1,NA,3
NA,6,5,NA,2,NA,NA,NA,NA,NA,9,2,NA,2
NA,6,5,NA,NA,NA,NA,NA,NA,NA,95,2,NA,1
NA,6,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6,5,NA,NA,NA,NA,NA,NA,1,93,2,NA,54
NA,6,5,NA,2,NA,NA,NA,1,1,37,1,NA,11
NA,6,5,NA,NA,NA,NA,NA,NA,3,69,4,NA,8
NA,6,5,NA,NA,NA,NA,NA,2,2,18,NA,NA,3
NA,6,5,NA,NA,1,NA,NA,NA,NA,19,NA,NA,1
NA,6,5,NA,1,NA,4,NA,NA,1,5,3,NA,NA
NA,6,5,NA,2,2,4,NA,NA,4,46,5,NA,10
NA,6,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8
NA,6,5,NA,NA,NA,3,NA,4,NA,10,NA,NA,2
NA,7,5,NA,2,NA,NA,NA,2,NA,20,2,NA,12
NA,7,5,NA,3,2,NA,NA,1,2,42,2,NA,6
NA,7,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,7,5,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA
NA,7,5,NA,NA,NA,NA,NA,NA,NA,19,2,NA,NA
NA,7,5,NA,1,NA,NA,NA,NA,NA,11,NA,NA,2
NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
NA,7,5,NA,NA,NA,NA,NA,NA,1,100,1,NA,37
NA,7,5,NA,NA,NA,NA,NA,1,1,70,3,NA,13
NA,7,5,NA,NA,NA,NA,NA,1,5,189,4,2,4
NA,7,5,NA,NA,NA,NA,NA,3,3,11,NA,NA,4
NA,7,5,NA,NA,NA,NA,NA,NA,2,15,NA,NA,6
NA,7,5,NA,2,NA,2,NA,NA,NA,5,NA,NA,NA
NA,7,5,NA,13,1,4,NA,1,3,44,5,1,12
NA,7,5,NA,1,NA,NA,NA,1,3,44,NA,NA,3
NA,8,5,NA,NA,NA,NA,NA,NA,1,21,2,NA,2
NA,8,5,NA,3,2,1,NA,2,NA,36,2,NA,8
NA,8,5,NA,NA,NA,NA,NA,NA,NA,3,1,NA,3
NA,8,5,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
NA,8,5,NA,NA,NA,NA,NA,NA,NA,7,2,NA,3
NA,8,5,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,8,5,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
NA,8,5,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,14
NA,8,5,NA,2,NA,NA,NA,NA,2,174,7,NA,10
NA,8,5,NA,NA,NA,NA,NA,2,1,98,3,NA,6
NA,8,5,NA,2,NA,NA,NA,2,NA,1,NA,NA,1
NA,8,5,NA,1,NA,NA,NA,NA,3,8,NA,NA,4
NA,8,5,NA,NA,NA,1,NA,2,3,7,1,NA,3
NA,8,5,NA,1,1,2,NA,NA,3,23,2,NA,9
NA,8,5,NA,NA,1,NA,NA,1,NA,19,4,NA,3
NA,9,5,NA,2,1,NA,NA,1,2,41,10,NA,15
NA,9,5,NA,NA,4,NA,NA,NA,1,15,9,NA,8
NA,9,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,9,5,NA,2,NA,NA,NA,NA,NA,9,1,NA,2
NA,9,5,NA,NA,NA,NA,NA,NA,NA,6,2,NA,3
NA,9,5,NA,2,NA,NA,NA,NA,NA,10,1,NA,NA
NA,9,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,9,5,NA,NA,NA,NA,NA,NA,5,52,4,NA,27
NA,9,5,NA,NA,NA,NA,NA,1,1,106,9,NA,12
NA,9,5,NA,NA,1,2,NA,1,NA,144,3,NA,13
NA,9,5,NA,1,NA,2,NA,NA,2,4,1,NA,1
NA,9,5,NA,1,NA,1,NA,1,NA,11,NA,NA,4
NA,9,5,NA,NA,NA,1,NA,NA,1,6,NA,NA,1
NA,9,5,NA,5,1,3,NA,1,4,27,7,NA,13
NA,9,5,NA,NA,NA,NA,NA,NA,2,8,2,NA,2
ST190541,NA,5,2019-01-07,2,NA,1,NA,NA,2,30,8,NA,2
ST190541,NA,5,2019-01-07,1,2,1,NA,1,3,42,5,NA,1
ST190542,NA,5,2019-01-07,NA,1,NA,NA,2,3,42,6,NA,1
ST190542,NA,5,2019-01-07,2,2,1,NA,NA,3,39,13,NA,2
ST190543,NA,5,2019-01-07,1,1,9,NA,1,2,43,7,NA,NA
ST190543,NA,5,2019-01-07,1,NA,4,NA,NA,1,35,4,NA,NA
ST190544,NA,5,2019-01-07,1,1,NA,NA,1,2,37,8,NA,2
ST190544,NA,5,2019-01-07,NA,1,3,NA,4,3,93,12,NA,3
ST190545,NA,5,2019-01-07,1,NA,NA,NA,NA,1,32,14,NA,3
ST190545,NA,5,2019-01-07,1,2,1,NA,1,1,44,6,NA,NA
ST190381,NA,5,2019-02-06,1,2,NA,NA,NA,1,33,NA,NA,NA
ST190381,NA,5,2019-02-06,2,2,NA,NA,NA,NA,83,NA,NA,3
ST190382,NA,5,2019-02-06,6,2,NA,NA,NA,NA,89,NA,NA,3
ST190382,NA,5,2019-02-06,2,1,NA,NA,NA,1,66,NA,NA,6
ST190383,NA,5,2019-02-06,4,1,NA,NA,1,NA,80,NA,NA,3
ST190383,NA,5,2019-02-06,1,2,NA,NA,NA,1,126,1,NA,4
ST190384,NA,5,2019-02-06,1,NA,NA,NA,NA,NA,45,NA,NA,1
ST190384,NA,5,2019-02-06,4,2,NA,NA,2,NA,NA,NA,NA,NA
ST190385,NA,5,2019-02-06,4,2,NA,NA,2,2,189,NA,NA,2
ST190385,NA,5,2019-02-06,NA,NA,NA,NA,1,1,49,NA,NA,1
ST190741,NA,5,2019-05-08,1,3,NA,NA,NA,NA,16,5,NA,1
ST190741,NA,5,2019-05-08,1,NA,NA,NA,NA,2,15,11,NA,NA
ST190742,NA,5,2019-05-08,1,6,NA,NA,NA,1,22,5,NA,4
ST190742,NA,5,2019-05-08,NA,NA,NA,NA,NA,2,26,8,NA,NA
ST190743,NA,5,2019-05-08,1,3,1,NA,NA,2,33,5,NA,4
ST190743,NA,5,2019-05-08,NA,4,NA,1,NA,1,35,7,NA,4
ST190744,NA,5,2019-05-08,4,6,1,NA,NA,1,33,7,NA,1
ST190744,NA,5,2019-05-08,NA,2,1,NA,NA,1,10,7,NA,2
ST190745,NA,5,2019-05-08,5,1,NA,NA,1,1,40,10,NA,4
ST190745,NA,5,2019-05-08,3,7,NA,NA,NA,2,27,6,NA,4
ST190581,NA,5,2019-08-07,NA,2,NA,NA,2,NA,75,11,NA,4
ST190581,NA,5,2019-08-07,NA,3,NA,NA,1,NA,43,5,NA,4
ST190582,NA,5,2019-08-07,NA,NA,NA,NA,2,3,60,8,1,3
ST190582,NA,5,2019-08-07,1,2,NA,NA,3,2,48,2,NA,8
ST190583,NA,5,2019-08-07,1,3,NA,NA,1,NA,43,8,2,4
ST190583,NA,5,2019-08-07,1,1,3,NA,1,1,22,3,2,4
ST190584,NA,5,2019-08-07,4,2,5,NA,3,3,56,13,NA,13
ST190584,NA,5,2019-08-07,NA,2,3,NA,3,1,43,8,NA,4
ST190585,NA,5,2019-08-07,1,1,3,NA,1,1,36,2,NA,2
ST190585,NA,5,2019-08-07,1,1,2,NA,NA,NA,48,6,NA,1
ST190421,NA,5,2019-10-06,1,1,1,NA,1,4,229,NA,NA,6
ST190421,NA,5,2019-10-06,4,NA,NA,NA,2,4,97,NA,NA,3
ST190422,NA,5,2019-10-06,2,1,NA,NA,1,3,126,NA,NA,7
ST190422,NA,5,2019-10-06,2,NA,NA,NA,NA,3,107,NA,NA,3
ST190423,NA,5,2019-10-06,2,5,NA,NA,NA,6,154,NA,NA,4
ST190423,NA,5,2019-10-06,1,7,NA,NA,1,2,138,NA,NA,1
ST190424,NA,5,2019-10-06,2,3,NA,NA,1,3,221,NA,NA,5
ST190424,NA,5,2019-10-06,3,8,NA,NA,1,4,270,NA,NA,2
ST190425,NA,5,2019-10-06,1,3,NA,NA,NA,4,147,NA,NA,2
ST190425,NA,5,2019-10-06,3,4,NA,NA,1,1,118,2,NA,3
ST190781,NA,5,2019-12-08,2,4,NA,NA,NA,2,32,7,NA,2
ST190781,NA,5,2019-12-08,NA,3,NA,NA,1,1,22,3,NA,2
ST190782,NA,5,2019-12-08,NA,NA,NA,NA,1,2,10,8,NA,1
ST190782,NA,5,2019-12-08,1,3,NA,NA,NA,1,19,5,NA,1
ST190783,NA,5,2019-12-08,1,2,NA,NA,1,1,25,4,NA,1
ST190783,NA,5,2019-12-08,1,NA,1,NA,NA,1,19,9,NA,1
ST190784,NA,5,2019-12-08,NA,3,1,NA,1,1,21,3,NA,5
ST190784,NA,5,2019-12-08,NA,9,NA,NA,2,NA,25,2,NA,3
ST190785,NA,5,2019-12-08,3,7,NA,NA,NA,2,14,4,NA,2
ST190785,NA,5,2019-12-08,1,3,NA,NA,NA,2,13,10,NA,5
1,NA,5,NA,NA,1,NA,NA,NA,NA,25,NA,NA,3
1,NA,5,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,5
1,NA,5,NA,5,NA,NA,NA,NA,1,278,NA,NA,18
10,NA,5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3
10,NA,5,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,14
10,NA,5,NA,9,1,NA,NA,NA,1,271,NA,NA,6
2,NA,5,NA,1,NA,NA,NA,NA,1,78,NA,NA,4
2,NA,5,NA,4,NA,NA,NA,NA,NA,104,NA,NA,8
2,NA,5,NA,3,NA,NA,NA,NA,NA,120,NA,NA,8
3,NA,5,NA,2,NA,NA,NA,NA,1,85,NA,NA,5
3,NA,5,NA,12,NA,NA,NA,NA,2,112,NA,NA,4
3,NA,5,NA,3,NA,NA,NA,1,3,NA,NA,NA,NA
4,NA,5,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,2
4,NA,5,NA,2,NA,NA,NA,NA,1,79,NA,NA,5
4,NA,5,NA,2,NA,NA,NA,NA,1,170,NA,NA,14
5,NA,5,NA,NA,NA,NA,NA,NA,3,65,NA,NA,4
5,NA,5,NA,8,NA,NA,NA,NA,NA,117,NA,NA,6
5,NA,5,NA,3,NA,NA,NA,NA,1,263,NA,NA,17
6,NA,5,NA,NA,NA,NA,NA,NA,1,11,NA,NA,6
6,NA,5,NA,13,NA,NA,NA,NA,NA,118,NA,NA,7
6,NA,5,NA,1,1,NA,NA,NA,NA,135,NA,NA,8
7,NA,5,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,5
7,NA,5,NA,12,NA,NA,NA,NA,1,61,NA,NA,8
7,NA,5,NA,5,NA,NA,NA,NA,1,242,NA,NA,11
8,NA,5,NA,2,NA,NA,NA,NA,1,83,NA,NA,5
8,NA,5,NA,21,NA,NA,NA,NA,NA,107,NA,NA,8
8,NA,5,NA,5,NA,NA,NA,NA,NA,282,NA,NA,5
9,NA,5,NA,1,NA,NA,NA,NA,NA,67,NA,NA,1
9,NA,5,NA,11,NA,NA,NA,NA,1,126,NA,NA,6
9,NA,5,NA,7,NA,NA,NA,NA,1,140,NA,NA,4
ST190101,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ST190101,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST190141,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST190141,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST190181,NA,5,NA,4,NA,NA,NA,NA,1,10,NA,NA,3
ST190181,NA,5,NA,4,NA,NA,NA,NA,NA,3,NA,NA,3
ST190182,NA,5,NA,3,NA,NA,NA,NA,NA,5,NA,NA,2
ST190182,NA,5,NA,5,NA,NA,NA,NA,NA,3,NA,NA,1
ST190183,NA,5,NA,1,NA,NA,NA,NA,1,5,NA,NA,NA
ST190183,NA,5,NA,1,NA,NA,NA,NA,NA,10,NA,NA,NA
ST190184,NA,5,NA,3,NA,NA,NA,NA,1,10,NA,NA,2
ST190184,NA,5,NA,2,1,NA,NA,NA,NA,4,NA,NA,NA
ST190185,NA,5,NA,1,NA,NA,NA,NA,NA,11,NA,NA,1
ST190185,NA,5,NA,3,NA,NA,NA,NA,NA,31,NA,NA,6
ST190461,NA,5,NA,NA,1,NA,NA,NA,NA,22,3,NA,NA
ST190461,NA,5,NA,NA,1,NA,NA,4,NA,38,3,NA,NA
ST190462,NA,5,NA,1,1,NA,NA,1,1,38,4,NA,1
ST190462,NA,5,NA,3,2,NA,NA,NA,3,28,3,NA,1
ST190463,NA,5,NA,1,NA,NA,NA,1,2,45,2,NA,NA
ST190463,NA,5,NA,NA,4,NA,NA,NA,2,26,1,NA,NA
ST190464,NA,5,NA,NA,1,NA,NA,1,1,54,1,NA,NA
ST190464,NA,5,NA,NA,4,NA,NA,NA,1,56,5,NA,NA
ST190465,NA,5,NA,1,4,1,NA,1,2,41,8,NA,1
ST190465,NA,5,NA,1,2,NA,NA,NA,1,18,5,NA,NA
ST190501,NA,5,NA,3,3,2,NA,3,3,65,2,NA,2
ST190501,NA,5,NA,2,1,1,NA,NA,2,51,7,NA,NA
ST190502,NA,5,NA,NA,1,NA,NA,NA,2,53,6,NA,2
ST190502,NA,5,NA,1,NA,NA,NA,1,2,47,7,NA,1
ST190503,NA,5,NA,NA,NA,3,NA,1,4,52,8,NA,NA
ST190503,NA,5,NA,NA,2,6,NA,NA,3,40,2,1,NA
ST190504,NA,5,NA,2,3,NA,NA,2,3,48,5,NA,4
ST190504,NA,5,NA,NA,1,NA,NA,NA,1,43,4,NA,NA
ST190505,NA,5,NA,NA,NA,1,NA,NA,2,24,9,NA,NA
ST190505,NA,5,NA,2,4,3,NA,NA,3,46,3,NA,2
ST190621,NA,5,NA,2,1,NA,NA,NA,2,32,5,NA,3
ST190621,NA,5,NA,1,1,1,NA,2,NA,38,8,NA,13
ST190622,NA,5,NA,3,2,NA,NA,NA,1,27,5,NA,19
ST190622,NA,5,NA,2,1,NA,NA,1,1,36,3,NA,9
ST190623,NA,5,NA,2,NA,1,NA,2,NA,17,5,NA,18
ST190623,NA,5,NA,1,2,1,NA,NA,NA,38,12,1,10
ST190624,NA,5,NA,NA,NA,NA,NA,NA,NA,18,2,1,7
ST190624,NA,5,NA,4,NA,1,NA,1,NA,31,7,NA,15
ST190625,NA,5,NA,2,3,NA,NA,NA,NA,27,8,NA,13
ST190625,NA,5,NA,2,1,1,NA,1,3,24,12,NA,9
ST190661,NA,5,NA,1,NA,NA,NA,1,NA,25,10,NA,8
ST190661,NA,5,NA,2,NA,NA,NA,NA,4,22,4,NA,5
ST190662,NA,5,NA,1,1,NA,NA,1,9,16,10,NA,8
ST190662,NA,5,NA,NA,1,1,NA,NA,3,22,6,NA,9
ST190663,NA,5,NA,5,NA,1,NA,2,1,9,8,NA,9
ST190663,NA,5,NA,3,2,2,NA,NA,5,25,7,NA,7
ST190664,NA,5,NA,3,1,4,NA,2,2,26,5,NA,8
ST190664,NA,5,NA,1,NA,2,NA,NA,1,16,3,NA,3
ST190665,NA,5,NA,1,1,NA,NA,2,1,11,7,NA,3
ST190665,NA,5,NA,4,2,NA,NA,1,2,15,13,NA,3
ST190701,NA,5,NA,5,NA,NA,NA,NA,NA,14,5,NA,NA
ST190701,NA,5,NA,NA,NA,NA,NA,1,NA,12,4,NA,3
ST190702,NA,5,NA,1,2,NA,NA,NA,1,7,5,1,1
ST190702,NA,5,NA,4,1,NA,NA,NA,3,28,4,NA,NA
ST190703,NA,5,NA,5,2,1,NA,NA,NA,21,5,NA,2
ST190703,NA,5,NA,NA,1,3,NA,NA,NA,38,6,NA,NA
ST190704,NA,5,NA,1,3,NA,NA,NA,NA,21,4,NA,NA
ST190704,NA,5,NA,1,1,NA,NA,NA,NA,20,4,NA,1
ST190705,NA,5,NA,NA,3,NA,NA,NA,NA,19,2,NA,3
ST190705,NA,5,NA,3,NA,NA,NA,NA,1,13,1,NA,NA
ST190821,NA,5,NA,NA,5,NA,NA,NA,2,7,7,NA,NA
ST190821,NA,5,NA,NA,2,NA,NA,NA,1,4,1,NA,NA
ST190822,NA,5,NA,4,11,1,NA,1,NA,23,3,NA,3
ST190822,NA,5,NA,NA,NA,NA,NA,1,NA,3,1,NA,2
ST190823,NA,5,NA,1,2,NA,NA,NA,1,10,1,NA,NA
ST190823,NA,5,NA,NA,2,NA,NA,NA,1,21,3,NA,NA
ST190824,NA,5,NA,1,3,NA,NA,1,2,8,3,NA,1
ST190824,NA,5,NA,1,4,NA,NA,NA,1,23,7,NA,1
ST190825,NA,5,NA,1,1,NA,NA,1,NA,12,5,NA,NA
ST190825,NA,5,NA,1,2,1,NA,NA,1,12,3,NA,NA
ST190861,NA,5,NA,NA,3,1,NA,2,1,24,2,NA,NA
ST190861,NA,5,NA,NA,NA,1,NA,3,1,49,3,NA,NA
ST190862,NA,5,NA,NA,NA,NA,NA,NA,1,14,1,NA,NA
ST190862,NA,5,NA,2,NA,NA,NA,NA,1,9,3,NA,2
ST190863,NA,5,NA,NA,1,NA,NA,1,1,7,3,NA,NA
ST190863,NA,5,NA,1,4,NA,NA,1,NA,13,7,NA,1
ST190864,NA,5,NA,NA,2,NA,NA,NA,NA,9,2,NA,NA
ST190864,NA,5,NA,NA,4,NA,NA,1,NA,12,2,NA,NA
ST190865,NA,5,NA,NA,NA,NA,NA,NA,NA,12,1,NA,2
ST190865,NA,5,NA,NA,NA,NA,NA,NA,NA,21,6,NA,NA
